"CASEID_NEW","PPAGECAT","PPAGE","PPEDUCAT","PPEDUC","PPETHM","PPGENDER","PPHOUSEHOLDSIZE","PPINCIMP","PPMARIT","PPREG4","PPRENT","CHILDREN_IN_HH","PPWORK","PPNET","PPPARTYID3","PAPRELIGION","Q4","Q6B","Q7B","Q9","Q10","Q17A","Q21B","Q21D","Q23","Q27","Q31_1","Q31_2","Q31_3","Q31_4","Q31_5","Q31_6","Q31_7","Q31_8","Q31_9","Q32","Q34","HOW_LONG_RELATIONSHIP"
3924481,"(04) 45-54",48,"(4) bachelor's degree or higher","(12) bachelors degree","(1) white, non-hispanic","(2) female",2,"(13) $60,000 to $74,999","(1) married","(4) west","(1) owned or being bought by you or someone in your household",0,"(1) working - as a paid employee","(1) yes","(3) democrat","(11) other Christian","(1) male","(1) white","(13) none",50,"(12) bachelor's degree","(1) once (this is my first marriage)",24,26,"(3) partner earned more","(2) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(2) no, we did not meet through the internet","(1) excellent",24
3927521,"(04) 45-54",52,"(2) high school","(09) high school graduate - high school diploma or the equivalent (ged)","(1) white, non-hispanic","(2) female",3,"(13) $60,000 to $74,999","(1) married","(1) northeast","(1) owned or being bought by you or someone in your household",0,"(1) working - as a paid employee","(1) yes","(3) democrat","(03) Catholic","(1) male","(1) white","(02) protestant (e.g. methodist, lutheran, presbyterian, episcopal)",62,"(09) hs graduate or ged","(1) once (this is my first marriage)",19,19,"(2) we earned about the same amount","(1) yes","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(1) excellent",33
3929554,"(05) 55-64",55,"(3) some college","(10) some college, no degree","(2) black, non-hispanic","(2) female",1,"(04) $10,000 to $12,499","(4) separated","(3) south","(1) owned or being bought by you or someone in your household",0,"(1) working - as a paid employee","(0) no","(1) republican","(11) other Christian","(1) male","(1) white","(03) catholic",59,"(11) associate degree","(1) once (this is my first marriage)",50,51,"(3) partner earned more","(2) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(2) no, we did not meet through the internet","(1) excellent",5
3930426,"(03) 35-44",42,"(4) bachelor's degree or higher","(14) professional or doctorate degree","(1) white, non-hispanic","(2) female",2,"(17) $125,000 to $149,999","(6) living with partner","(3) south","(1) owned or being bought by you or someone in your household",0,"(6) not working - disabled","(1) yes","(3) democrat","(12) other non-Christian, please specify","(2) female","(1) white","(11) other christian",32,"(14) professional or doctorate degree","(1) once (this is my first marriage)",30,35,"(3) partner earned more","(2) no","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(1) excellent",12
3932306,"(02) 25-34",30,"(3) some college","(11) associate degree","(1) white, non-hispanic","(1) male",5,"(13) $60,000 to $74,999","(6) living with partner","(2) midwest","(3) occupied without payment of cash rent",0,"(1) working - as a paid employee","(0) no","(1) republican","(03) Catholic","(2) female","(1) white","(02) protestant (e.g. methodist, lutheran, presbyterian, episcopal)",27,"(11) associate degree","(1) once (this is my first marriage)",27,30,"(1) i earned more","(2) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(3) yes, an internet dating or matchmaking site (like eharmony or match.com)","(4) poor",4
3933552,"(05) 55-64",55,"(4) bachelor's degree or higher","(12) bachelors degree","(1) white, non-hispanic","(1) male",2,"(09) $30,000 to $34,999","(2) widowed","(1) northeast","(1) owned or being bought by you or someone in your household",0,"(1) working - as a paid employee","(1) yes","(3) democrat","(11) other Christian","(1) male","(1) white","(02) protestant (e.g. methodist, lutheran, presbyterian, episcopal)",63,"(13) master's degree","(2) twice",52,53,"(3) partner earned more","(2) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(0) no","(2) no, we did not meet through the internet","(1) excellent",4
3936511,"(04) 45-54",51,"(4) bachelor's degree or higher","(13) masters degree","(1) white, non-hispanic","(2) female",2,"(15) $85,000 to $99,999","(1) married","(1) northeast","(1) owned or being bought by you or someone in your household",0,"(1) working - as a paid employee","(1) yes","(3) democrat","(13) None","(2) female","(1) white","(13) none",53,"(09) hs graduate or ged","(1) once (this is my first marriage)",40,47,"(2) we earned about the same amount","(2) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(2) no, we did not meet through the internet","(1) excellent",11
3941351,"(03) 35-44",35,"(3) some college","(11) associate degree","(3) other, non-hispanic","(1) male",4,"(11) $40,000 to $49,999","(1) married","(2) midwest","(1) owned or being bought by you or someone in your household",2,"(1) working - as a paid employee","(1) yes","(1) republican","(01) Baptist- any denomination","(2) female","(1) white","(01) baptist - any denomination",34,"(12) bachelor's degree","(1) once (this is my first marriage)",18,25,"(1) i earned more","(1) yes","(0) no","(0) no","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(1) excellent",17
3952431,"(03) 35-44",43,"(3) some college","(10) some college, no degree","(1) white, non-hispanic","(1) male",3,"(17) $125,000 to $149,999","(1) married","(3) south","(1) owned or being bought by you or someone in your household",0,"(1) working - as a paid employee","(1) yes","(1) republican","(01) Baptist- any denomination","(2) female","(5) other (please specify)","(01) baptist - any denomination",47,"(11) associate degree","(1) once (this is my first marriage)",22,22,"(1) i earned more","(2) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(2) no, we did not meet through the internet","(4) poor",21
3954341,"(02) 25-34",34,"(1) less than high school","(06) 10th grade","(1) white, non-hispanic","(2) female",12,"(09) $30,000 to $34,999","(1) married","(1) northeast","(1) owned or being bought by you or someone in your household",7,"(6) not working - disabled","(1) yes","(1) republican","(01) Baptist- any denomination","(1) male","(1) white","(01) baptist - any denomination",36,"(08) 12th grade no diploma","(1) once (this is my first marriage)",16,17,"(3) partner earned more","(1) yes","(0) no","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(1) excellent",18
3958341,"(02) 25-34",34,"(4) bachelor's degree or higher","(13) masters degree","(3) other, non-hispanic","(2) female",3,"(18) $150,000 to $174,999","(1) married","(4) west","(1) owned or being bought by you or someone in your household",1,"(1) working - as a paid employee","(1) yes","(3) democrat","(03) Catholic","(1) male","(4) asian or pacific islander","(02) protestant (e.g. methodist, lutheran, presbyterian, episcopal)",35,"(12) bachelor's degree","(1) once (this is my first marriage)",20,26,"(1) i earned more","(2) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(2) no, we did not meet through the internet","(1) excellent",14
3960301,"(02) 25-34",30,"(3) some college","(10) some college, no degree","(1) white, non-hispanic","(1) male",4,"(14) $75,000 to $84,999","(1) married","(1) northeast","(1) owned or being bought by you or someone in your household",1,"(2) working - self-employed","(1) yes","(3) democrat","(13) None","(2) female","(1) white","(05) jewish",34,"(12) bachelor's degree","(1) once (this is my first marriage)",23,24,"(3) partner earned more","(2) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(0) no","(2) no, we did not meet through the internet","(1) excellent",7
3962581,"(05) 55-64",58,"(4) bachelor's degree or higher","(13) masters degree","(1) white, non-hispanic","(1) male",3,"(12) $50,000 to $59,999","(1) married","(2) midwest","(1) owned or being bought by you or someone in your household",0,"(1) working - as a paid employee","(1) yes","(1) republican","(02) Protestant (e.g., Methodist, Lutheran, Presbyterian, Episcopal)","(2) female","(1) white","(02) protestant (e.g. methodist, lutheran, presbyterian, episcopal)",58,"(09) hs graduate or ged","(1) once (this is my first marriage)",17,20,"(1) i earned more","(1) yes","(0) no","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(2) good",41
3965421,"(03) 35-44",42,"(1) less than high school","(08) 12th grade no diploma","(1) white, non-hispanic","(2) female",4,"(12) $50,000 to $59,999","(1) married","(3) south","(1) owned or being bought by you or someone in your household",1,"(7) not working - other","(1) yes","(1) republican","(01) Baptist- any denomination","(1) male","(1) white","(01) baptist - any denomination",48,"(09) hs graduate or ged","(1) once (this is my first marriage)",18,21,"(3) partner earned more","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(1) excellent",24
3968596,"(05) 55-64",59,"(4) bachelor's degree or higher","(12) bachelors degree","(1) white, non-hispanic","(1) male",2,"(13) $60,000 to $74,999","(6) living with partner","(3) south","(1) owned or being bought by you or someone in your household",0,"(1) working - as a paid employee","(0) no","(3) democrat","(03) Catholic","(1) male","(1) white","(03) catholic",59,"(12) bachelor's degree","(1) once (this is my first marriage)",54,55,"(1) i earned more","(2) no","(0) no","(0) no","(0) no","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(5) yes, an internet chat room","(2) good",5
3974261,"(02) 25-34",26,"(4) bachelor's degree or higher","(12) bachelors degree","(3) other, non-hispanic","(2) female",2,"(12) $50,000 to $59,999","(1) married","(2) midwest","(1) owned or being bought by you or someone in your household",0,"(1) working - as a paid employee","(1) yes","(3) democrat","(03) Catholic","(1) male","(1) white","(01) baptist - any denomination",43,"(12) bachelor's degree","(1) once (this is my first marriage)",21,23,"(2) we earned about the same amount","(2) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(3) yes, an internet dating or matchmaking site (like eharmony or match.com)","(2) good",5
3977691,"(06) 65-74",69,"(1) less than high school","(07) 11th grade","(4) hispanic","(1) male",2,"(11) $40,000 to $49,999","(1) married","(2) midwest","(1) owned or being bought by you or someone in your household",0,"(5) not working - retired","(1) yes","(3) democrat","(11) other Christian","(2) female","(1) white","(11) other christian",50,"(10) some college, no degree","(3) three times",36,37,"(2) we earned about the same amount","(2) no","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(1) excellent",33
3981321,"(02) 25-34",32,"(2) high school","(09) high school graduate - high school diploma or the equivalent (ged)","(4) hispanic","(2) female",5,"(16) $100,000 to $124,999","(1) married","(4) west","(2) rented for cash",2,"(1) working - as a paid employee","(1) yes","(3) democrat","(03) Catholic","(1) male","(5) other (please specify)","(03) catholic",30,"(09) hs graduate or ged","(1) once (this is my first marriage)",19,22,"(3) partner earned more","(1) yes","(0) no","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(2) good",13
3984371,"(03) 35-44",37,"(2) high school","(09) high school graduate - high school diploma or the equivalent (ged)","(4) hispanic","(1) male",3,"(15) $85,000 to $99,999","(1) married","(1) northeast","(2) rented for cash",0,"(1) working - as a paid employee","(1) yes","(1) republican","(02) Protestant (e.g., Methodist, Lutheran, Presbyterian, Episcopal)","(2) female","(1) white","(03) catholic",47,"(12) bachelor's degree","(1) once (this is my first marriage)",30,36,"(3) partner earned more","(2) no","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(2) good",7
3989245,"(01) 18-24",24,"(3) some college","(10) some college, no degree","(3) other, non-hispanic","(2) female",2,"(05) $12,500 to $14,999","(5) never married","(2) midwest","(2) rented for cash",0,"(1) working - as a paid employee","(1) yes","(3) democrat","(13) None","(2) female","(2) black or african american","(01) baptist - any denomination",23,"(10) some college, no degree","(1) once (this is my first marriage)",20,23,"(3) partner earned more","(1) yes","(0) no","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(2) good",4
3991391,"(03) 35-44",39,"(2) high school","(09) high school graduate - high school diploma or the equivalent (ged)","(1) white, non-hispanic","(1) male",5,"(10) $35,000 to $39,999","(1) married","(1) northeast","(1) owned or being bought by you or someone in your household",2,"(7) not working - other","(1) yes","(3) democrat","(10) Eastern Orthodox","(2) female","(1) white","(13) none",34,"(13) master's degree","(1) once (this is my first marriage)",26,29,"(3) partner earned more","(2) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(3) fair",13
3994301,"(02) 25-34",30,"(4) bachelor's degree or higher","(12) bachelors degree","(1) white, non-hispanic","(1) male",5,"(11) $40,000 to $49,999","(1) married","(2) midwest","(1) owned or being bought by you or someone in your household",1,"(1) working - as a paid employee","(1) yes","(1) republican","(01) Baptist- any denomination","(2) female","(1) white","(01) baptist - any denomination",29,"(12) bachelor's degree","(1) once (this is my first marriage)",20,23,"(1) i earned more","(2) no","(0) no","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(1) excellent",10
3996271,"(02) 25-34",27,"(3) some college","(11) associate degree","(1) white, non-hispanic","(2) female",3,"(13) $60,000 to $74,999","(1) married","(2) midwest","(1) owned or being bought by you or someone in your household",2,"(1) working - as a paid employee","(1) yes","(1) republican","(02) Protestant (e.g., Methodist, Lutheran, Presbyterian, Episcopal)","(1) male","(1) white","(13) none",31,"(10) some college, no degree","(1) once (this is my first marriage)",23,24,"(3) partner earned more","(2) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(3) fair",4
